grid,constructor,year,round,driverRef,q
1,Ferrari,2007,12,massa,1:27.329
2,McLaren,2007,12,hamilton,1:27.373
3,Ferrari,2007,12,raikkonen,1:27.546
4,McLaren,2007,12,alonso,1:27.574
5,BMW Sauber,2007,12,kubica,1:27.722
6,BMW Sauber,2007,12,heidfeld,1:28.037
7,Renault,2007,12,kovalainen,1:28.491
8,Williams,2007,12,rosberg,1:28.501
9,Toyota,2007,12,trulli,1:28.740
10,Renault,2007,12,fisichella,1:29.322
11,Super Aguri,2007,12,davidson,1:28.002
12,Red Bull,2007,12,webber,1:28.013
13,Red Bull,2007,12,coulthard,1:28.100
14,Williams,2007,12,wurz,1:28.390
15,Toro Rosso,2007,12,liuzzi,1:28.798
16,Toyota,2007,12,ralf_schumacher,1:28.809
17,Super Aguri,2007,12,sato,1:28.953
18,Toro Rosso,2007,12,vettel,1:29.408
19,Spyker,2007,12,sutil,1:29.861
20,Spyker,2007,12,yamamoto,1:31.479
21,Honda,2007,12,button,1:28.220
22,Honda,2007,12,barrichello,1:28.188
1,McLaren,2007,13,alonso,1:21.997
2,McLaren,2007,13,hamilton,1:22.034
3,Ferrari,2007,13,massa,1:22.549
4,BMW Sauber,2007,13,heidfeld,1:23.174
5,Ferrari,2007,13,raikkonen,1:23.183
6,BMW Sauber,2007,13,kubica,1:23.446
7,Renault,2007,13,kovalainen,1:24.102
8,Williams,2007,13,rosberg,1:24.382
9,Toyota,2007,13,trulli,1:24.555
10,Honda,2007,13,button,1:25.165
11,Red Bull,2007,13,webber,1:23.166
12,Honda,2007,13,barrichello,1:23.176
13,Williams,2007,13,wurz,1:23.209
14,Super Aguri,2007,13,davidson,1:23.274
15,Renault,2007,13,fisichella,1:23.325
16,Toro Rosso,2007,13,vettel,1:23.351
17,Super Aguri,2007,13,sato,1:23.749
18,Toyota,2007,13,ralf_schumacher,1:23.787
19,Toro Rosso,2007,13,liuzzi,1:23.886
20,Red Bull,2007,13,coulthard,1:24.019
21,Spyker,2007,13,sutil,1:24.699
22,Spyker,2007,13,yamamoto,1:25.084
1,Ferrari,2007,14,raikkonen,1:45.994
2,Ferrari,2007,14,massa,1:46.011
3,McLaren,2007,14,alonso,1:46.091
4,McLaren,2007,14,hamilton,1:46.406
5,Williams,2007,14,rosberg,1:47.334
6,BMW Sauber,2007,14,heidfeld,1:47.409
7,Red Bull,2007,14,webber,1:47.524
8,Toyota,2007,14,trulli,1:47.798
9,Renault,2007,14,kovalainen,1:48.505
10,Toyota,2007,14,ralf_schumacher,1:46.618
11,Red Bull,2007,14,coulthard,1:46.800
12,Honda,2007,14,button,1:46.955
13,Toro Rosso,2007,14,liuzzi,1:47.115
14,BMW Sauber,2007,14,kubica,1:46.996
15,Williams,2007,14,wurz,1:47.394
16,Toro Rosso,2007,14,vettel,1:47.581
17,Honda,2007,14,barrichello,1:47.954
18,Super Aguri,2007,14,sato,1:47.980
19,Spyker,2007,14,sutil,1:48.044
20,Super Aguri,2007,14,davidson,1:48.199
21,Spyker,2007,14,yamamoto,1:49.557
22,Renault,2007,14,fisichella,1:46.603
1,McLaren,2007,15,hamilton,1:25.368
2,McLaren,2007,15,alonso,1:25.438
3,Ferrari,2007,15,raikkonen,1:25.516
4,Ferrari,2007,15,massa,1:25.765
5,BMW Sauber,2007,15,heidfeld,1:26.505
6,Honda,2007,15,button,1:26.913
7,Red Bull,2007,15,webber,1:26.914
8,Toro Rosso,2007,15,vettel,1:26.973
9,BMW Sauber,2007,15,kubica,1:27.225
10,Renault,2007,15,fisichella,1:26.033
11,Renault,2007,15,kovalainen,1:26.232
12,Red Bull,2007,15,coulthard,1:26.247
13,Toyota,2007,15,trulli,1:26.253
14,Toro Rosso,2007,15,liuzzi,1:26.948
15,Toyota,2007,15,ralf_schumacher,1:27.191
16,Williams,2007,15,rosberg,1:26.728
17,Honda,2007,15,barrichello,1:27.323
18,Williams,2007,15,wurz,1:27.454
19,Super Aguri,2007,15,davidson,1:27.564
20,Spyker,2007,15,sutil,1:28.628
21,Super Aguri,2007,15,sato,1:28.762
22,Spyker,2007,15,yamamoto,1:29.668
1,McLaren,2007,16,hamilton,1:35.908
2,Ferrari,2007,16,raikkonen,1:36.044
3,Ferrari,2007,16,massa,1:36.221
4,McLaren,2007,16,alonso,1:36.576
5,Red Bull,2007,16,coulthard,1:37.619
6,Toyota,2007,16,ralf_schumacher,1:38.013
7,Red Bull,2007,16,webber,1:38.153
8,BMW Sauber,2007,16,heidfeld,1:38.455
9,BMW Sauber,2007,16,kubica,1:38.472
10,Honda,2007,16,button,1:39.285
11,Toro Rosso,2007,16,liuzzi,1:36.862
12,Toyota,2007,16,trulli,1:36.959
13,Renault,2007,16,kovalainen,1:36.991
14,Super Aguri,2007,16,davidson,1:37.247
15,Williams,2007,16,rosberg,1:37.483
16,Honda,2007,16,barrichello,1:37.251
17,Toro Rosso,2007,16,vettel,1:36.891
18,Renault,2007,16,fisichella,1:37.290
19,Williams,2007,16,wurz,1:37.456
20,Super Aguri,2007,16,sato,1:38.218
21,Spyker,2007,16,sutil,1:38.668
22,Spyker,2007,16,yamamoto,1:39.336
1,Ferrari,2007,17,massa,1:11.931
2,McLaren,2007,17,hamilton,1:12.082
3,Ferrari,2007,17,raikkonen,1:12.322
4,McLaren,2007,17,alonso,1:12.356
5,Red Bull,2007,17,webber,1:12.928
6,BMW Sauber,2007,17,heidfeld,1:13.081
7,BMW Sauber,2007,17,kubica,1:13.129
8,Toyota,2007,17,trulli,1:13.195
9,Red Bull,2007,17,coulthard,1:13.272
10,Williams,2007,17,rosberg,1:13.477
11,Honda,2007,17,barrichello,1:12.932
12,Renault,2007,17,fisichella,1:12.968
13,Toro Rosso,2007,17,vettel,1:13.058
14,Toro Rosso,2007,17,liuzzi,1:13.251
15,Toyota,2007,17,ralf_schumacher,1:13.315
16,Honda,2007,17,button,1:13.469
17,Renault,2007,17,kovalainen,1:14.078
18,Super Aguri,2007,17,sato,1:14.098
19,Williams,2007,17,nakajima,1:14.417
20,Super Aguri,2007,17,davidson,1:14.596
21,Spyker,2007,17,sutil,1:15.217
22,Spyker,2007,17,yamamoto,1:15.487
1,Ferrari,2006,1,michael_schumacher,1:31.431
2,Ferrari,2006,1,massa,1:31.478
3,Honda,2006,1,button,1:31.549
4,Renault,2006,1,alonso,1:31.702
5,McLaren,2006,1,montoya,1:32.164
6,Honda,2006,1,barrichello,1:32.579
7,Williams,2006,1,webber,1:33.006
8,Red Bull,2006,1,klien,1:33.112
9,Renault,2006,1,fisichella,1:33.496
10,BMW Sauber,2006,1,heidfeld,1:33.926
11,BMW Sauber,2006,1,villeneuve,1:32.456
12,Williams,2006,1,rosberg,1:32.620
13,Red Bull,2006,1,coulthard,1:32.850
14,Toyota,2006,1,trulli,1:33.066
15,Toro Rosso,2006,1,liuzzi,1:33.416
16,Toro Rosso,2006,1,speed,1:34.606
17,Toyota,2006,1,ralf_schumacher,1:34.702
18,MF1,2006,1,albers,1:35.724
19,MF1,2006,1,monteiro,1:35.900
20,Super Aguri,2006,1,sato,1:37.411
21,Super Aguri,2006,1,ide,1:40.270
1,Renault,2006,2,fisichella,1:33.840
2,Honda,2006,2,button,1:33.986
3,Williams,2006,2,rosberg,1:34.626
4,Ferrari,2006,2,michael_schumacher,1:34.668
5,Williams,2006,2,webber,1:34.672
6,McLaren,2006,2,montoya,1:34.916
7,McLaren,2006,2,raikkonen,1:34.983
8,Renault,2006,2,alonso,1:35.747
9,Red Bull,2006,2,klien,1:38.715
10,Toyota,2006,2,ralf_schumacher,1:34.586
11,Red Bull,2006,2,coulthard,1:34.614
12,Honda,2006,2,barrichello,1:34.683
13,Toyota,2006,2,trulli,1:34.702
14,BMW Sauber,2006,2,villeneuve,1:34.752
15,BMW Sauber,2006,2,heidfeld,1:34.783
16,Ferrari,2006,2,massa,1:35.091
17,Toro Rosso,2006,2,speed,1:36.297
18,Toro Rosso,2006,2,liuzzi,1:36.581
19,MF1,2006,2,albers,1:37.426
20,MF1,2006,2,monteiro,1:37.819
21,Super Aguri,2006,2,sato,1:39.011
22,Super Aguri,2006,2,ide,1:40.720
1,Honda,2006,3,button,1:25.229
2,Renault,2006,3,fisichella,1:25.635
3,Renault,2006,3,alonso,1:25.778
4,McLaren,2006,3,raikkonen,1:25.822
5,McLaren,2006,3,montoya,1:25.976
6,Toyota,2006,3,ralf_schumacher,1:26.612
7,Williams,2006,3,webber,1:26.937
8,BMW Sauber,2006,3,heidfeld,1:27.579
9,BMW Sauber,2006,3,villeneuve,1:29.239
10,Toyota,2006,3,trulli,1:26.327
11,Ferrari,2006,3,michael_schumacher,1:26.718
12,Red Bull,2006,3,coulthard,1:27.023
13,Toro Rosso,2006,3,liuzzi,1:27.219
14,Red Bull,2006,3,klien,1:27.591
15,Williams,2006,3,rosberg,1:29.422
16,Ferrari,2006,3,massa,1:28.868
17,Honda,2006,3,barrichello,1:29.943
18,MF1,2006,3,albers,1:30.226
19,Toro Rosso,2006,3,speed,1:30.426
20,MF1,2006,3,monteiro,1:30.709
21,Super Aguri,2006,3,sato,1:32.279
22,Super Aguri,2006,3,ide,1:36.164
1,Ferrari,2006,4,michael_schumacher,1:22.795
2,Honda,2006,4,button,1:22.988
3,Honda,2006,4,barrichello,1:23.242
4,Ferrari,2006,4,massa,1:23.702
5,Renault,2006,4,alonso,1:23.709
6,Toyota,2006,4,ralf_schumacher,1:23.772
7,McLaren,2006,4,montoya,1:24.021
8,McLaren,2006,4,raikkonen,1:24.158
9,Toyota,2006,4,trulli,1:24.172
10,Williams,2006,4,webber,1:24.795
11,Renault,2006,4,fisichella,1:23.771
12,BMW Sauber,2006,4,villeneuve,1:23.887
13,Williams,2006,4,rosberg,1:23.966
14,Red Bull,2006,4,coulthard,1:24.101
15,BMW Sauber,2006,4,heidfeld,1:24.129
16,Toro Rosso,2006,4,liuzzi,1:24.520
17,Red Bull,2006,4,klien,1:25.410
18,Toro Rosso,2006,4,speed,1:25.437
19,MF1,2006,4,monteiro,1:26.820
20,MF1,2006,4,albers,1:27.088
21,Super Aguri,2006,4,sato,1:27.609
22,Super Aguri,2006,4,ide,1:29.282
1,Renault,2006,5,alonso,1:29.816
2,Ferrari,2006,5,michael_schumacher,1:30.028
3,Ferrari,2006,5,massa,1:30.407
4,Honda,2006,5,barrichello,1:30.754
5,McLaren,2006,5,raikkonen,1:30.933
6,Honda,2006,5,button,1:30.940
7,Toyota,2006,5,trulli,1:31.419
8,BMW Sauber,2006,5,villeneuve,1:31.542
9,McLaren,2006,5,montoya,1:31.880
10,Williams,2006,5,webber,1:33.405
11,Toyota,2006,5,ralf_schumacher,1:30.944
12,Williams,2006,5,rosberg,1:31.194
13,Renault,2006,5,fisichella,1:31.197
14,Red Bull,2006,5,coulthard,1:31.227
15,BMW Sauber,2006,5,heidfeld,1:31.422
16,Toro Rosso,2006,5,liuzzi,1:31.728
17,Red Bull,2006,5,klien,1:32.901
18,MF1,2006,5,albers,1:32.936
19,Toro Rosso,2006,5,speed,1:32.992
20,MF1,2006,5,monteiro,1:33.658
21,Super Aguri,2006,5,sato,1:35.239
22,Super Aguri,2006,5,montagny,1:46.505
1,Renault,2006,6,alonso,1:14.648
2,Renault,2006,6,fisichella,1:14.709
3,Ferrari,2006,6,michael_schumacher,1:14.970
4,Ferrari,2006,6,massa,1:15.442
5,Honda,2006,6,barrichello,1:15.885
6,Toyota,2006,6,ralf_schumacher,1:15.885
7,Toyota,2006,6,trulli,1:15.976
8,Honda,2006,6,button,1:16.008
9,McLaren,2006,6,raikkonen,1:16.015
10,BMW Sauber,2006,6,heidfeld,1:17.144
11,Williams,2006,6,webber,1:15.502
12,McLaren,2006,6,montoya,1:15.801
13,Williams,2006,6,rosberg,1:15.804
14,BMW Sauber,2006,6,villeneuve,1:15.847
15,Red Bull,2006,6,klien,1:15.928
16,Toro Rosso,2006,6,liuzzi,1:16.661
17,Toro Rosso,2006,6,speed,1:17.361
18,MF1,2006,6,monteiro,1:17.702
19,MF1,2006,6,albers,1:18.024
20,Super Aguri,2006,6,sato,1:18.920
21,Super Aguri,2006,6,montagny,1:20.763
1,Renault,2006,7,alonso,1:13.962
2,Williams,2006,7,webber,1:14.082
3,McLaren,2006,7,raikkonen,1:14.140
4,McLaren,2006,7,montoya,1:14.664
5,Honda,2006,7,barrichello,1:15.804
6,Toyota,2006,7,trulli,1:15.857
7,Red Bull,2006,7,coulthard,1:16.426
8,Williams,2006,7,rosberg,1:16.636
9,Renault,2006,7,fisichella,1:17.260
10,Toyota,2006,7,ralf_schumacher,1:14.398
11,Red Bull,2006,7,klien,1:14.747
12,Toro Rosso,2006,7,liuzzi,1:14.969
13,Honda,2006,7,button,1:14.982
14,BMW Sauber,2006,7,villeneuve,1:15.052
15,BMW Sauber,2006,7,heidfeld,1:15.137
16,MF1,2006,7,albers,1:15.598
17,MF1,2006,7,monteiro,1:15.993
18,Toro Rosso,2006,7,speed,1:16.236
19,Super Aguri,2006,7,sato,1:17.276
20,Super Aguri,2006,7,montagny,1:17.502
1,Renault,2006,8,alonso,1:20.253
2,McLaren,2006,8,raikkonen,1:20.397
3,Ferrari,2006,8,michael_schumacher,1:20.574
4,Ferrari,2006,8,massa,1:20.764
5,Renault,2006,8,fisichella,1:20.919
6,Honda,2006,8,barrichello,1:20.943
7,Toyota,2006,8,ralf_schumacher,1:21.073
8,McLaren,2006,8,montoya,1:21.107
9,BMW Sauber,2006,8,heidfeld,1:21.329
10,BMW Sauber,2006,8,villeneuve,1:21.599
11,Red Bull,2006,8,coulthard,1:21.442
12,Williams,2006,8,rosberg,1:21.567
13,Toro Rosso,2006,8,liuzzi,1:21.699
14,Red Bull,2006,8,klien,1:21.990
15,Toro Rosso,2006,8,speed,1:22.076
16,MF1,2006,8,monteiro,1:22.207
17,Williams,2006,8,webber,1:23.129
18,MF1,2006,8,albers,1:23.210
19,Honda,2006,8,button,1:23.247
20,Super Aguri,2006,8,sato,1:26.158
21,Super Aguri,2006,8,montagny,1:26.316
1,Renault,2006,9,alonso,1:14.942
2,Renault,2006,9,fisichella,1:15.178
3,McLaren,2006,9,raikkonen,1:15.386
4,Toyota,2006,9,trulli,1:15.968
5,Ferrari,2006,9,michael_schumacher,1:15.986
6,Williams,2006,9,rosberg,1:16.012
7,McLaren,2006,9,montoya,1:16.228
8,Honda,2006,9,button,1:16.608
9,Honda,2006,9,barrichello,1:16.912
10,Ferrari,2006,9,massa,1:17.209
11,BMW Sauber,2006,9,villeneuve,1:15.832
12,Red Bull,2006,9,klien,1:15.833
13,BMW Sauber,2006,9,heidfeld,1:15.885
14,Toyota,2006,9,ralf_schumacher,1:15.888
15,Toro Rosso,2006,9,liuzzi,1:16.116
16,Red Bull,2006,9,coulthard,1:16.301
17,Williams,2006,9,webber,1:16.985
18,Toro Rosso,2006,9,speed,1:17.016
19,MF1,2006,9,monteiro,1:17.121
20,MF1,2006,9,albers,1:17.140
21,Super Aguri,2006,9,sato,1:19.088
22,Super Aguri,2006,9,montagny,1:19.152
1,Ferrari,2006,10,michael_schumacher,1:10.832
2,Ferrari,2006,10,massa,1:11.435
3,Renault,2006,10,fisichella,1:11.920
4,Honda,2006,10,barrichello,1:12.109
5,Renault,2006,10,alonso,1:12.449
6,BMW Sauber,2006,10,villeneuve,1:12.479
7,Honda,2006,10,button,1:12.523
8,Toyota,2006,10,ralf_schumacher,1:12.795
9,McLaren,2006,10,raikkonen,1:13.174
10,BMW Sauber,2006,10,heidfeld,1:15.280
11,McLaren,2006,10,montoya,1:12.150
12,Williams,2006,10,webber,1:12.292
13,Toro Rosso,2006,10,speed,1:12.792
14,MF1,2006,10,albers,1:12.854
15,MF1,2006,10,monteiro,1:12.864
16,Red Bull,2006,10,klien,1:12.925
17,Red Bull,2006,10,coulthard,1:13.180
18,Super Aguri,2006,10,sato,1:13.496
19,Williams,2006,10,rosberg,1:13.506
20,Toyota,2006,10,trulli,1:13.787
21,Toro Rosso,2006,10,liuzzi,1:14.041
22,Super Aguri,2006,10,montagny,1:16.036
1,Ferrari,2006,11,michael_schumacher,1:15.493
2,Ferrari,2006,11,massa,1:15.510
3,Renault,2006,11,alonso,1:15.785
4,Toyota,2006,11,trulli,1:16.036
5,Toyota,2006,11,ralf_schumacher,1:16.091
6,McLaren,2006,11,raikkonen,1:16.281
7,Renault,2006,11,fisichella,1:16.345
8,McLaren,2006,11,rosa,1:16.632
9,Williams,2006,11,rosberg,1:18.272
10,Red Bull,2006,11,coulthard,1:18.663
11,Williams,2006,11,webber,1:16.129
12,BMW Sauber,2006,11,heidfeld,1:16.294
13,Red Bull,2006,11,klien,1:16.433
14,Honda,2006,11,barrichello,1:17.027
15,Toro Rosso,2006,11,speed,1:17.063
16,MF1,2006,11,albers,1:17.105
17,Toro Rosso,2006,11,liuzzi,1:17.164
18,BMW Sauber,2006,11,villeneuve,1:17.304
19,Honda,2006,11,button,1:17.495
20,MF1,2006,11,monteiro,1:17.589
21,Super Aguri,2006,11,montagny,1:18.637
22,Super Aguri,2006,11,sato,1:18.845
1,McLaren,2006,12,raikkonen,1:14.070
2,Ferrari,2006,12,michael_schumacher,1:14.205
3,Ferrari,2006,12,massa,1:14.569
4,Honda,2006,12,button,1:14.862
5,Renault,2006,12,fisichella,1:14.894
6,Honda,2006,12,barrichello,1:14.934
7,Renault,2006,12,alonso,1:15.282
8,Toyota,2006,12,ralf_schumacher,1:15.923
9,McLaren,2006,12,rosa,1:15.936
10,Red Bull,2006,12,coulthard,1:16.326
11,Williams,2006,12,webber,1:15.094
12,Red Bull,2006,12,klien,1:15.141
13,Toyota,2006,12,trulli,1:15.150
14,BMW Sauber,2006,12,villeneuve,1:15.329
15,Williams,2006,12,rosberg,1:15.380
16,BMW Sauber,2006,12,heidfeld,1:15.397
17,Toro Rosso,2006,12,liuzzi,1:16.399
18,MF1,2006,12,albers,1:17.093
19,Super Aguri,2006,12,sato,1:17.185
20,MF1,2006,12,monteiro,1:17.836
21,Super Aguri,2006,12,yamamoto,1:20.444
1,McLaren,2006,13,raikkonen,1:19.599
2,Ferrari,2006,13,massa,1:19.886
3,Honda,2006,13,barrichello,1:20.085
4,Honda,2006,13,button,1:20.092
5,McLaren,2006,13,rosa,1:20.117
6,Williams,2006,13,webber,1:20.266
7,Toyota,2006,13,ralf_schumacher,1:20.759
8,Renault,2006,13,fisichella,1:20.924
9,Toyota,2006,13,trulli,1:21.132
10,BMW Sauber,2006,13,kubica,1:22.049
11,BMW Sauber,2006,13,heidfeld,1:20.623
12,Ferrari,2006,13,michael_schumacher,1:20.875
13,Red Bull,2006,13,coulthard,1:20.890
14,Red Bull,2006,13,klien,1:21.207
15,Renault,2006,13,alonso,1:21.364
16,MF1,2006,13,monteiro,1:23.767
17,Toro Rosso,2006,13,liuzzi,1:22.068
18,Williams,2006,13,rosberg,1:22.084
19,Toro Rosso,2006,13,speed,1:22.317
20,Super Aguri,2006,13,sato,1:22.967
21,MF1,2006,13,albers,1:23.146
22,Super Aguri,2006,13,yamamoto,1:24.016
1,Ferrari,2006,14,massa,1:26.907
2,Ferrari,2006,14,michael_schumacher,1:27.284
3,Renault,2006,14,alonso,1:27.321
4,Renault,2006,14,fisichella,1:27.564
5,Toyota,2006,14,ralf_schumacher,1:27.569
6,BMW Sauber,2006,14,heidfeld,1:27.785
7,Honda,2006,14,button,1:27.790
8,McLaren,2006,14,raikkonen,1:27.866
9,BMW Sauber,2006,14,kubica,1:28.167
10,Williams,2006,14,webber,1:29.436
11,Red Bull,2006,14,klien,1:27.852
12,McLaren,2006,14,rosa,1:27.897
13,Toyota,2006,14,trulli,1:27.973
14,Honda,2006,14,barrichello,1:28.257
15,Williams,2006,14,rosberg,1:28.386
16,MF1,2006,14,albers,1:28.639
17,Red Bull,2006,14,coulthard,1:29.136
18,Toro Rosso,2006,14,speed,1:29.158
19,Toro Rosso,2006,14,liuzzi,1:29.250
20,MF1,2006,14,monteiro,1:29.901
21,Super Aguri,2006,14,yamamoto,1:30.607
22,Super Aguri,2006,14,sato,1:30.850
1,McLaren,2006,15,raikkonen,1:21.484
2,Ferrari,2006,15,michael_schumacher,1:21.486
3,BMW Sauber,2006,15,heidfeld,1:21.653
4,Ferrari,2006,15,massa,1:21.704
5,Honda,2006,15,button,1:22.011
6,BMW Sauber,2006,15,kubica,1:22.258
7,McLaren,2006,15,rosa,1:22.280
8,Honda,2006,15,barrichello,1:22.787
9,Renault,2006,15,fisichella,1:23.175
10,Renault,2006,15,alonso,1:25.688
11,Toyota,2006,15,trulli,1:21.924
12,Williams,2006,15,rosberg,1:22.203
13,Toyota,2006,15,ralf_schumacher,1:22.280
14,Red Bull,2006,15,coulthard,1:22.589
15,Toro Rosso,2006,15,speed,1:23.165
16,Red Bull,2006,15,klien,1:22.898
17,Toro Rosso,2006,15,liuzzi,1:23.043
18,Spyker MF1,2006,15,albers,1:23.116
19,Williams,2006,15,webber,1:23.341
20,Spyker MF1,2006,15,monteiro,1:23.920
21,Super Aguri,2006,15,sato,1:24.289
22,Super Aguri,2006,15,yamamoto,1:26.001
1,Renault,2006,16,alonso,1:44.360
2,Renault,2006,16,fisichella,1:44.992
3,Honda,2006,16,barrichello,1:45.503
4,Honda,2006,16,button,1:45.503
5,McLaren,2006,16,raikkonen,1:45.754
6,Ferrari,2006,16,michael_schumacher,1:45.775
7,McLaren,2006,16,rosa,1:45.877
8,BMW Sauber,2006,16,heidfeld,1:46.053
9,BMW Sauber,2006,16,kubica,1:46.632
10,Red Bull,2006,16,doornbos,1:48.021
11,Toro Rosso,2006,16,speed,1:45.851
12,Red Bull,2006,16,coulthard,1:45.968
13,Toro Rosso,2006,16,liuzzi,1:46.172
14,Williams,2006,16,webber,1:46.413
15,Williams,2006,16,rosberg,1:47.419
16,Toyota,2006,16,ralf_schumacher,1:48.894
17,Toyota,2006,16,trulli,1:49.098
18,Spyker MF1,2006,16,monteiro,1:49.903
19,Super Aguri,2006,16,yamamoto,1:55.560
20,Ferrari,2006,16,massa,1:45.970
21,Super Aguri,2006,16,sato,1:50.326
22,Spyker MF1,2006,16,albers,1:49.542
1,Ferrari,2006,17,massa,1:29.599
2,Ferrari,2006,17,michael_schumacher,1:29.711
3,Toyota,2006,17,ralf_schumacher,1:29.989
4,Toyota,2006,17,trulli,1:30.039
5,Renault,2006,17,alonso,1:30.371
6,Renault,2006,17,fisichella,1:30.599
7,Honda,2006,17,button,1:30.992
8,Honda,2006,17,barrichello,1:31.478
9,BMW Sauber,2006,17,heidfeld,1:31.513
10,Williams,2006,17,rosberg,1:31.856
11,McLaren,2006,17,raikkonen,1:30.827
12,BMW Sauber,2006,17,kubica,1:31.094
13,McLaren,2006,17,rosa,1:31.254
14,Williams,2006,17,webber,1:31.276
15,Toro Rosso,2006,17,liuzzi,1:31.943
16,Spyker MF1,2006,17,albers,1:33.750
17,Red Bull,2006,17,coulthard,1:32.252
18,Red Bull,2006,17,doornbos,1:32.402
19,Toro Rosso,2006,17,speed,1:32.867
20,Super Aguri,2006,17,sato,1:33.666
21,Spyker MF1,2006,17,monteiro,1:33.709
1,Ferrari,2006,18,massa,1:10.680
2,McLaren,2006,18,raikkonen,1:11.299
3,Toyota,2006,18,trulli,1:11.328
4,Renault,2006,18,alonso,1:11.567
5,Honda,2006,18,barrichello,1:11.619
6,Renault,2006,18,fisichella,1:11.629
7,Toyota,2006,18,ralf_schumacher,1:11.695
8,BMW Sauber,2006,18,heidfeld,1:11.882
9,BMW Sauber,2006,18,kubica,1:12.131
10,Ferrari,2006,18,michael_schumacher,1:10.313
11,Williams,2006,18,webber,1:11.650
12,McLaren,2006,18,rosa,1:11.658
13,Williams,2006,18,rosberg,1:11.679
14,Honda,2006,18,button,1:11.742
15,Red Bull,2006,18,doornbos,1:12.591
16,Toro Rosso,2006,18,liuzzi,1:12.861
17,Toro Rosso,2006,18,speed,1:12.856
18,Spyker MF1,2006,18,albers,1:13.138
19,Red Bull,2006,18,coulthard,1:13.249
20,Super Aguri,2006,18,sato,1:13.269
21,Super Aguri,2006,18,yamamoto,1:13.357
1,Williams,2005,7,heidfeld,1:30.081
2,McLaren,2005,7,raikkonen,1:30.197
3,Williams,2005,7,webber,1:30.368
4,Toyota,2005,7,trulli,1:30.700
5,McLaren,2005,7,montoya,1:30.890
6,Renault,2005,7,alonso,1:31.056
7,Ferrari,2005,7,barrichello,1:31.249
8,Toyota,2005,7,ralf_schumacher,1:31.392
9,Renault,2005,7,fisichella,1:31.566
10,Ferrari,2005,7,michael_schumacher,1:31.585
11,Sauber,2005,7,massa,1:32.205
12,Red Bull,2005,7,coulthard,1:32.553
13,BAR,2005,7,button,1:32.594
14,Red Bull,2005,7,liuzzi,1:32.642
15,Sauber,2005,7,villeneuve,1:32.891
16,BAR,2005,7,sato,1:32.926
17,Jordan,2005,7,monteiro,1:35.047
18,Minardi,2005,7,friesacher,1:35.954
19,Jordan,2005,7,karthikeyan,1:36.192
20,Minardi,2005,7,albers,1:36.239
1,BAR,2005,8,button,1:15.217
2,Ferrari,2005,8,michael_schumacher,1:15.475
3,Renault,2005,8,alonso,1:15.561
4,Renault,2005,8,fisichella,1:15.577
5,McLaren,2005,8,montoya,1:15.669
6,BAR,2005,8,sato,1:15.729
7,McLaren,2005,8,raikkonen,1:15.923
8,Sauber,2005,8,villeneuve,1:16.116
9,Toyota,2005,8,trulli,1:16.201
10,Toyota,2005,8,ralf_schumacher,1:16.362
11,Sauber,2005,8,massa,1:16.661
12,Red Bull,2005,8,coulthard,1:16.890
13,Williams,2005,8,heidfeld,1:17.081
14,Williams,2005,8,webber,1:17.749
15,Minardi,2005,8,albers,1:18.214
16,Red Bull,2005,8,klien,1:18.249
17,Jordan,2005,8,karthikeyan,1:18.664
18,Jordan,2005,8,monteiro,1:19.034
19,Minardi,2005,8,friesacher,1:19.574
1,Toyota,2005,9,trulli,1:10.625
2,McLaren,2005,9,raikkonen,1:10.694
3,BAR,2005,9,button,1:11.277
4,Renault,2005,9,fisichella,1:11.290
5,Ferrari,2005,9,michael_schumacher,1:11.369
6,Renault,2005,9,alonso,1:11.380
7,Ferrari,2005,9,barrichello,1:11.431
8,BAR,2005,9,sato,1:11.497
9,Williams,2005,9,webber,1:11.527
10,Sauber,2005,9,massa,1:11.555
11,McLaren,2005,9,montoya,1:11.681
12,Sauber,2005,9,villeneuve,1:11.691
13,Toyota,2005,9,zonta,1:11.754
14,Red Bull,2005,9,klien,1:12.132
15,Williams,2005,9,heidfeld,1:12.430
16,Red Bull,2005,9,coulthard,1:12.682
17,Jordan,2005,9,monteiro,1:13.462
18,Minardi,2005,9,albers,1:13.632
19,Jordan,2005,9,karthikeyan,1:13.776
20,Minardi,2005,9,friesacher,1:14.494
1,Renault,2005,10,alonso,1:14.412
2,Toyota,2005,10,trulli,1:14.521
3,McLaren,2005,10,raikkonen,1:14.559
4,Ferrari,2005,10,michael_schumacher,1:14.572
5,BAR,2005,10,sato,1:14.655
6,Ferrari,2005,10,barrichello,1:14.832
7,Renault,2005,10,fisichella,1:14.887
8,BAR,2005,10,button,1:15.051
9,McLaren,2005,10,montoya,1:15.406
10,Sauber,2005,10,massa,1:15.566
11,Sauber,2005,10,villeneuve,1:15.699
12,Toyota,2005,10,ralf_schumacher,1:15.771
13,Williams,2005,10,webber,1:15.885
14,Williams,2005,10,heidfeld,1:16.207
15,Red Bull,2005,10,coulthard,1:16.434
16,Red Bull,2005,10,klien,1:16.547
17,Jordan,2005,10,karthikeyan,1:17.857
18,Minardi,2005,10,friesacher,1:17.960
19,Jordan,2005,10,monteiro,1:18.047
20,Minardi,2005,10,albers,1:18.335
1,Renault,2005,11,alonso,1:19.905
2,McLaren,2005,11,raikkonen,1:19.932
3,BAR,2005,11,button,1:20.207
4,McLaren,2005,11,montoya,1:20.382
